timestamp,voltage5v_v,voltage3v3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc
296273271,4.740527,0.0,0,0,1,0,1,0,0
296772789,4.547168,0.0,0,0,1,0,1,0,0
297274037,4.688965,0.0,0,0,1,0,1,0,0
297772115,4.701855,0.0,0,0,1,0,1,0,0
298271800,4.7759767,0.0,0,0,1,0,1,0,0
298771824,4.740527,0.0,0,0,1,0,1,0,0
299282443,4.727637,0.0,0,0,1,0,1,0,0
299782115,4.5858397,0.0,0,0,1,0,1,0,0
300281757,4.740527,0.0,0,0,1,0,1,0,0
300783194,4.7211914,0.0,0,0,1,0,1,0,0
301281759,4.7663083,0.0,0,0,1,0,1,0,0
301782307,4.705078,0.0,0,0,1,0,1,0,0
302282370,4.701855,0.0,0,0,1,0,1,0,0
302781976,4.6696286,0.0,0,0,1,0,1,0,0
303281829,4.6631837,0.0,0,0,1,0,1,0,0
303793403,4.727637,0.0,0,0,1,0,1,0,0
304291626,4.6696286,0.0,0,0,1,0,1,0,0
304791745,4.740527,0.0,0,0,1,0,1,0,0
305291622,4.753418,0.0,0,0,1,0,1,0,0
305792030,4.740527,0.0,0,0,1,0,1,0,0
306303375,4.740527,0.0,0,0,1,0,1,0,0
306802191,4.5600586,0.0,0,0,1,0,1,0,0
307303145,4.740527,0.0,0,0,1,0,1,0,0
307802891,4.7469726,0.0,0,0,1,0,1,0,0
308304153,4.611621,0.0,0,0,1,0,1,0,0
308814028,4.727637,0.0,0,0,1,0,1,0,0
309314700,4.714746,0.0,0,0,1,0,1,0,0
309811624,4.56167,0.0,0,0,1,0,1,0,0
310312089,4.7469726,0.0,0,0,1,0,1,0,0
310811626,4.6954103,0.0,0,0,1,0,1,0,0
311323909,4.738916,0.0,0,0,1,0,1,0,0
311825247,4.5858397,0.0,0,0,1,0,1,0,0
312321763,4.6631837,0.0,0,0,1,0,1,0,0
312822122,4.6954103,0.0,0,0,1,0,1,0,0
313322293,4.7469726,0.0,0,0,1,0,1,0,0
313834613,4.701855,0.0,0,0,1,0,1,0,0
314331737,4.740527,0.0,0,0,1,0,1,0,0
314833258,4.740527,0.0,0,0,1,0,1,0,0
315331626,4.7211914,0.0,0,0,1,0,1,0,0
315834754,4.6051755,0.0,0,0,1,0,1,0,0
316331617,4.740527,0.0,0,0,1,0,1,0,0
316842430,4.5342774,0.0,0,0,1,0,1,0,0
317341625,4.7469726,0.0,0,0,1,0,1,0,0
317841741,4.74375,0.0,0,0,1,0,1,0,0
318344948,4.740527,0.0,0,0,1,0,1,0,0
318843850,4.7566404,0.0,0,0,1,0,1,0,0
319352046,4.727637,0.0,0,0,1,0,1,0,0
319851876,4.566504,0.0,0,0,1,0,1,0,0
320353302,4.740527,0.0,0,0,1,0,1,0,0
320851798,4.6438475,0.0,0,0,1,0,1,0,0
321362046,4.566504,0.0,0,0,1,0,1,0,0
321861621,4.637402,0.0,0,0,1,0,1,0,0
322363816,4.6438475,0.0,0,0,1,0,1,0,0
322864945,4.463379,0.0,0,0,1,0,1,0,0
