timestamp,x,y,z,yaw,yawspeed,vx,vy,vz,acceleration[0],acceleration[1],acceleration[2],jerk[0],jerk[1],jerk[2],thrust[0],thrust[1],thrust[2]
86107752,nan,nan,nan,-1.0141325,-8.127084e-21,2.1089725,-3.3888073,-0.032146163,-0.24170837,0.24170831,0.0,0.0,0.0,0.0,-0.012539064,-0.09864178,-0.51334226
86228011,nan,nan,nan,-1.0279404,-0.002871467,2.081133,-3.3431137,-0.028471638,-0.21085303,0.33257157,0.0,0.0,0.0,0.0,-0.012222048,-0.093868256,-0.5148325
86327384,nan,nan,nan,-1.0291268,-0.0749484,2.0256958,-3.3412242,-0.02858892,-0.71142375,0.08378043,0.0,0.0,0.0,0.0,-0.01661833,-0.09971545,-0.5225674
86434836,nan,nan,nan,-1.0341886,-0.16497809,1.9388039,-3.2202501,-0.027294656,-0.99524146,1.7046182,0.0,0.0,0.0,0.0,-0.023769198,-0.085495956,-0.5210541
86531342,nan,nan,nan,-1.043297,-0.19436681,1.8017849,-3.02205,-0.025831684,-1.5674853,1.5674853,0.0,0.0,0.0,0.0,-0.030545484,-0.0691176,-0.5243142
86636333,nan,nan,nan,-1.0607661,-0.20700839,1.6078482,-2.9053483,-0.026356526,-2.5247371,0.5901253,0.0,0.0,0.0,0.0,-0.0434434,-0.06462824,-0.519795
86733986,nan,nan,nan,-1.0809369,-0.21554202,1.2810061,-2.8429258,-0.02848072,-3.9489622,1.0280254,0.0,0.0,0.0,0.0,-0.06733349,-0.057780888,-0.51144046
86835172,nan,nan,nan,-1.1043521,-0.27339202,0.897746,-2.7217891,-0.028580952,-3.1389558,1.2049255,0.0,0.0,0.0,0.0,-0.09149221,-0.05655855,-0.5157607
86933142,nan,nan,nan,-1.131855,-0.30911463,0.64146656,-2.6037424,-0.03242714,-2.094964,1.2049255,0.0,0.0,0.0,0.0,-0.09954411,-0.048954934,-0.5158964
87032440,nan,nan,nan,-1.1643182,-0.3327213,0.44830412,-2.5104702,-0.031083649,-1.7444148,0.17780554,0.0,0.0,0.0,0.0,-0.10392633,-0.048533846,-0.5105549
87154055,nan,nan,nan,-1.2045004,-0.42336988,0.24356398,-2.5330186,-0.031224582,-1.4798106,-0.0827462,0.0,0.0,0.0,0.0,-0.107003614,-0.057725515,-0.5058124
87255859,nan,nan,nan,-1.2417909,-0.5124287,0.11083364,-2.560196,-0.031154592,-0.9072794,-0.29599327,0.0,0.0,0.0,0.0,-0.106025845,-0.06670585,-0.50454116
87355832,nan,nan,nan,-1.2859694,-0.61295253,0.005569561,-2.616788,-0.031770177,-0.9809772,-1.3311152,0.0,0.0,0.0,0.0,-0.098846674,-0.07538769,-0.5031061
