timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,average_current_a,discharged_mah,remaining,scale,temperature,cell_count,voltage_cell_v[0],voltage_cell_v[1],voltage_cell_v[2],voltage_cell_v[3],max_cell_voltage_delta,capacity,cycle_count,run_time_to_empty,average_time_to_empty,serial_number,connected,system_source,priority,id,is_powering_off,warning
204715166,10.6435995,10.895252,50.778,50.777958,0.0,1811.6224,0.65264755,1.0495067,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1,0,0
205715968,10.906,11.258211,50.778,45.527176,0.0,1823.0669,0.7929073,1.0289376,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1,0,0
206715230,10.446799,10.885918,50.778,50.081676,0.0,1837.1611,0.6463519,1.0504493,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1,0,0
207725167,10.7092,10.877044,50.778,50.68755,0.0,1851.4061,0.64154536,1.05117,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1,0,0
208725166,11.1356,10.934903,50.778,50.76605,0.0,1865.5109,0.66322714,1.0479265,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1,0,0
209735431,10.856799,10.968788,50.778,50.776493,0.0,1879.7604,0.6707373,1.0468078,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1,0,0
210735169,11.078199,11.199149,50.778,50.514893,0.0,1893.773,0.76101404,1.0335436,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1,0,0
211735306,11.2012,11.282139,50.778,50.743153,0.0,1907.8799,0.7933846,1.0288689,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1,0,0
212735175,10.9142,11.229289,50.778,50.773426,0.0,1921.9829,0.7772756,1.0311899,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1,0,0
213745167,11.2996,11.227771,50.778,50.777447,0.0,1936.2286,0.78208786,1.0304955,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1,0,0
214745166,11.3324,11.200527,50.778,50.777958,0.0,1950.3329,0.77007014,1.0322315,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1,0,0
215746286,11.4964,11.21478,50.778,50.777958,0.0,1964.454,0.7793036,1.0308971,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1,0,0
216748452,11.2012,11.213434,50.778,50.777958,0.0,1978.5896,0.7768932,1.0312451,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1,0,0
217746304,11.0372,11.23246,50.778,50.777958,0.0,1992.6643,0.78722626,1.029755,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1,0,0
218746771,11.2996,11.111092,50.778,50.777958,0.0,2006.776,0.7317415,1.0378075,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1,0,0
