timestamp,error_count,device_id,temperature,clipping[0],clipping[1],clipping[2],full_scale_range,vibration_metric,measure_rate_hz,rotation
457166723,0,5373970,19.199999,0,0,0,156.9064,0.014198085,1000,0
458185967,0,5373970,19.199999,0,0,0,156.9064,0.012525744,1000,0
459205227,0,5373970,19.199999,0,0,0,156.9064,0.0139622195,1000,0
460226742,0,5373970,19.199999,0,0,0,156.9064,0.014477472,1000,0
461146597,0,5373970,18.24,0,0,0,156.9064,0.014733591,1000,0
462168083,0,5373970,18.24,0,0,0,156.9064,0.014170065,1000,0
463189671,0,5373970,18.24,0,0,0,156.9064,0.01536152,1000,0
464206622,0,5373970,18.24,0,0,0,156.9064,0.015264107,1000,0
465223627,0,5373970,18.24,0,0,0,156.9064,0.012532491,1000,0
466242963,0,5373970,18.24,0,0,0,156.9064,0.014368304,1000,0
467162726,0,5373970,18.24,0,0,0,156.9064,0.01445344,1000,0
468184204,0,5373970,18.24,0,0,0,156.9064,0.01451158,1000,0
469201208,0,5373970,18.24,0,0,0,156.9064,0.014184196,1000,0
470218200,0,5373970,18.24,0,0,0,156.9064,0.012708338,1000,0
471235207,0,5373970,17.279999,0,0,0,156.9064,0.013148154,1000,0
472254462,0,5373970,17.279999,0,0,0,156.9064,0.013806528,1000,0
473172060,0,5373970,17.279999,0,0,0,156.9064,0.013797932,1000,0
474191291,0,5373970,17.279999,0,0,0,156.9064,0.013716821,1000,0
475210559,0,5373970,17.279999,0,0,0,156.9064,0.014694017,1000,0
476227562,0,5373970,17.279999,0,0,0,156.9064,0.014897109,1000,0
477244572,0,5373970,17.279999,0,0,0,156.9064,0.014628158,1000,0
478261586,0,5373970,17.279999,0,0,0,156.9064,0.014031952,1000,0
479179094,0,5373970,17.279999,0,0,0,156.9064,0.01204558,1000,0
480196144,0,5373970,17.279999,0,0,0,156.9064,0.014407431,1000,0
481215392,0,5373970,17.279999,0,0,0,156.9064,0.01590827,1000,0
482234671,0,5373970,17.279999,0,0,0,156.9064,0.014132736,1000,0
483256150,0,5373970,17.279999,0,0,0,156.9064,0.014390792,1000,0
484273140,0,5373970,17.279999,0,0,0,156.9064,0.013636655,1000,0
485188464,0,5373970,17.279999,0,0,0,156.9064,0.011574577,1000,0
486207707,0,5373970,17.279999,0,0,0,156.9064,0.014726657,1000,0
487224716,0,5373970,17.279999,0,0,0,156.9064,0.013478692,1000,0
488243982,0,5373970,17.279999,0,0,0,156.9064,0.013547824,1000,0
491197957,0,5373970,17.279999,0,0,0,156.9064,0.014672179,1000,0
492215028,0,5373970,17.279999,0,0,0,156.9064,0.014943243,1000,0
493236309,0,5373970,17.279999,0,0,0,156.9064,0.013246502,1000,0
494255589,0,5373970,17.279999,0,0,0,156.9064,0.016966289,1000,0
495272584,0,5373970,17.279999,0,0,0,156.9064,0.012208617,1000,0
496292025,0,5373970,17.279999,0,0,0,156.9064,0.008137432,1000,0
497209395,0,5373970,17.279999,0,0,0,156.9064,0.008946343,1000,0
